,,,,Player 1,,Player 2,,Player 3,,Player 4,
2022-08-24,Vienna,4,9,JPWC010,6800,ATXX005,-16000,BRWC001,35800,FIWC002,-26600
2022-08-24,Vienna,4,10,JPWC005,10300,GBWC003,22600,HKWC001,-8600,PLGS002,-24300
2022-08-24,Vienna,4,11,JPWC019,46400,ITWC001,-10500,USWC002,-35600,FIXX003,-300
2022-08-24,Vienna,4,12,JPWC008,24300,GBWC004,-21500,JPWC033,-27600,FIWC001,-5200
2022-08-24,Vienna,4,13,JPWC013,-30000,DECO001,-900,TWWC002,-14700,PLXX032,45600
2022-08-24,Vienna,4,14,JPWC016,13000,ROWC001,-12400,SGWC002,27100,UAXX003,-27700
2022-08-24,Vienna,4,15,JPWC031,2900,GBWC001,28400,INWC002,-23300,PLGS001,-8000
2022-08-24,Vienna,4,16,JPWC030,33900,BEXX004,9100,USWC011,-41500,FIWC003,-1500
2022-08-24,Vienna,4,17,JPWC009,-44500,FRWC004,-29000,ITWC004,63000,DKWC004,9500
2022-08-24,Vienna,4,18,JPWC003,42500,DEWC002,-16100,USWC003,21500,SEWC001,-47900
2022-08-24,Vienna,4,19,JPWC014,-15600,ATXX010,-1800,CAWC001,-26500,NOWC001,43900
2022-08-24,Vienna,4,20,JPWC025,-47900,ATXX001,-14000,AUWC004,2500,UAXX004,59400
2022-08-24,Vienna,4,21,JPWC026,47800,HUWC001,1300,USWC007,-17100,NOWC003,-33000
2022-08-24,Vienna,4,22,JPWC028,31400,BEXX001,-29100,JPWC035,-12000,DKWC003,8700
2022-08-24,Vienna,4,23,JPWC015,-4800,IEXX001,-23800,CLWC001,-8400,NOWC002,7000
2022-08-24,Vienna,4,24,USWC001,2800,GBXX016,40000,AUWC002,-31400,SEXX001,-11400
2022-08-24,Vienna,4,25,JPWC007,-4700,FRWC005,34200,AUWC001,-44600,UAXX002,15100
2022-08-24,Vienna,4,26,ATXX003,12800,DEWC001,-47100,USWC010,-4400,PLGS003,38700
2022-08-24,Vienna,4,27,JPWC012,8400,BEXX003,20500,HKWC003,-8900,RUWC001,-21000
2022-08-24,Vienna,4,28,JPWC023,-18500,ATVI001,6000,HKWC002,-6200,SKXX001,18700
2022-08-24,Vienna,4,29,GBWC002,-39500,GBXX018,-19800,URWC001,-9500,GBXX007,8800
2022-08-24,Vienna,4,30,JPWC029,-48700,FRWC002,-14700,INWC001,41900,DKWC001,21500
2022-08-24,Vienna,4,31,USWC005,4300,ITWC003,-19100,TWWC001,-8800,UAXX011,23600
2022-08-24,Vienna,4,32,JPWC001,-1400,PT00001,-32100,USWC008,51300,RUWC002,-17800
2022-08-24,Vienna,4,33,JPWC002,24700,CHWC001,10400,USWC013,-24000,PLGS006,-12100
2022-08-24,Vienna,4,34,JPWC024,-9000,NLWC005,24500,CLWC002,-25700,SKXX005,10200
2022-08-24,Vienna,4,35,JPWC022,7900,ITWC002,-6300,ARWC001,35700,SKXX002,-37300
2022-08-24,Vienna,4,36,JPWC020,-42900,FRWC001,8800,SGWC003,-4600,RUXX001,38700
2022-08-24,Vienna,4,37,JPWC032,38400,NLWC002,-45100,CLWC003,-14600,SEWC002,21300
2022-08-24,Vienna,4,38,USWC006,-8600,NLWC004,5000,ARWC002,38400,UAXX005,-34800
2022-08-24,Vienna,5,1,USWC006,-11400,NLWC002,-27000,SGWC003,27100,SKXX002,11300
2022-08-24,Vienna,5,2,JPWC004,-4300,NLWC004,-30000,CLWC003,8300,RUXX001,23000
2022-08-24,Vienna,5,3,JPWC027,47500,BEXX002,-8900,ARWC002,-43000,SEWC002,4400
2022-08-24,Vienna,5,4,JPWC006,7800,NLWC001,-21700,AUWC003,-4000,UAXX005,17900
2022-08-24,Vienna,5,5,JPWC021,-13300,FRWC003,8900,BRWC003,30100,GBWC005,-25700
2022-08-24,Vienna,5,6,JPWC018,35100,NLWC003,-28700,SGWC001,11100,FIXX001,-17500
2022-08-24,Vienna,5,7,USWC004,25700,DEXX007,-28500,USWC009,-42800,FRWC006,45600
2022-08-24,Vienna,5,8,JPWC017,28100,ESXX001,11600,USWC012,-8100,DKXX003,-31600
2022-08-24,Vienna,5,9,JPWC011,15200,ATXX009,-32900,CAWC002,27700,UAXX006,-10000
2022-08-24,Vienna,5,10,JPWC010,-4800,FRXX004,18400,BRWC002,-20500,DKWC002,6900
2022-08-24,Vienna,5,11,JPWC005,-30700,ATXX005,-6800,JPWC034,28300,PLXX040,9200
2022-08-24,Vienna,5,12,JPWC019,21500,GBWC003,-20700,BRWC001,-6400,IRWC001,-24400
2022-08-24,Vienna,5,13,JPWC008,34700,ITWC001,-55700,HKWC001,16700,FIWC002,-25700
2022-08-24,Vienna,5,14,JPWC013,-5800,GBWC004,33300,USWC002,7700,PLGS002,-35200
2022-08-24,Vienna,5,15,JPWC016,-9000,DECO001,22100,JPWC033,-19300,FIXX003,6200
2022-08-24,Vienna,5,16,JPWC031,7100,ROWC001,-4400,TWWC002,-23600,FIWC001,19900
2022-08-24,Vienna,5,17,JPWC030,-17700,GBWC001,39100,SGWC002,-32100,PLXX032,10700
2022-08-24,Vienna,5,18,JPWC009,-400,BEXX004,45000,INWC002,-10700,UAXX003,-33900
2022-08-24,Vienna,5,19,JPWC003,16400,FRWC004,-37100,USWC011,43200,PLGS001,-22500
2022-08-24,Vienna,5,20,JPWC014,-18800,DEWC002,36200,ITWC004,-31400,FIWC003,14000
2022-08-24,Vienna,5,21,JPWC025,45000,ATXX010,-12800,USWC003,-30600,DKWC004,-1600
2022-08-24,Vienna,5,22,JPWC026,55000,ATXX001,-18000,CAWC001,-31900,SEWC001,-6100
2022-08-24,Vienna,5,23,JPWC028,-67000,HUWC001,63300,AUWC004,10500,NOWC001,-6800
2022-08-24,Vienna,5,24,JPWC015,800,BEXX001,-22500,USWC007,-11600,UAXX004,33300
2022-08-24,Vienna,5,25,USWC001,22800,IEXX001,-2800,JPWC035,11000,NOWC003,-31000
2022-08-24,Vienna,5,26,JPWC007,-10700,GBXX016,25000,CLWC001,9900,DKWC003,-24200
2022-08-24,Vienna,5,27,ATXX003,-7100,FRWC005,10200,AUWC002,33800,NOWC002,-37900
2022-08-24,Vienna,5,28,JPWC012,21700,DEWC001,5700,AUWC001,-23400,SEXX001,-5000
2022-08-24,Vienna,5,29,JPWC023,9900,BEXX003,-24700,USWC010,-10800,UAXX002,25600
2022-08-24,Vienna,5,30,GBWC002,-43300,ATVI001,19800,HKWC003,30900,PLGS003,-7400
2022-08-24,Vienna,5,31,JPWC029,-38300,GBXX018,17200,HKWC002,-12200,RUWC001,3300
2022-08-24,Vienna,5,32,USWC005,26400,FRWC002,39400,URWC001,-38300,SKXX001,-27500
2022-08-24,Vienna,5,33,JPWC001,-10500,ITWC003,2800,INWC001,-28400,GBXX007,36100
2022-08-24,Vienna,5,34,JPWC002,-30700,PT00001,21200,TWWC001,11100,DKWC001,-1600
2022-08-24,Vienna,5,35,JPWC024,15100,CHWC001,-40700,USWC008,-2800,UAXX011,28400
2022-08-24,Vienna,5,36,JPWC022,22100,NLWC005,-11100,USWC013,10900,RUWC002,-21900
2022-08-24,Vienna,5,37,JPWC020,27000,ITWC002,6100,CLWC002,-23500,PLGS006,-9600
2022-08-24,Vienna,5,38,JPWC032,23200,FRWC001,-20000,ARWC001,-9000,SKXX005,5800
2022-08-24,Vienna,6,1,JPWC032,-12900,ITWC002,35300,USWC013,-32800,UAXX011,10400
2022-08-24,Vienna,6,2,USWC006,-5000,FRWC001,16500,CLWC002,-39900,SUB0000,28400
2022-08-24,Vienna,6,3,JPWC004,-8300,NLWC002,-31500,ARWC001,32300,PLGS006,7500
2022-08-24,Vienna,6,4,JPWC027,31800,NLWC004,-4800,SGWC003,8900,SKXX005,-37900
2022-08-24,Vienna,6,5,JPWC006,-26200,BEXX002,22000,CLWC003,-6400,SKXX002,10600
2022-08-24,Vienna,6,6,JPWC021,21700,NLWC001,-23000,ARWC002,-7000,RUXX001,8300
2022-08-24,Vienna,6,7,SUB0000,-50200,FRWC003,12600,AUWC003,-3000,SEWC002,40600
2022-08-24,Vienna,6,8,USWC004,27800,NLWC003,6700,BRWC003,-5100,UAXX005,-29400
2022-08-24,Vienna,6,9,JPWC017,11000,DEXX007,21700,SGWC001,-2500,GBWC005,-30200
2022-08-24,Vienna,6,10,JPWC011,-16500,ESXX001,38500,USWC009,-35300,FIXX001,13300
2022-08-24,Vienna,6,11,JPWC010,10600,ATXX009,-4200,USWC012,26100,FRWC006,-33500
2022-08-24,Vienna,6,12,SUB0000,-14100,FRXX004,-36800,CAWC002,42600,DKXX003,8300
2022-08-24,Vienna,6,13,JPWC019,12900,ATXX005,1200,BRWC002,35200,UAXX006,-49300
2022-08-24,Vienna,6,14,JPWC008,-9800,GBWC003,-23700,JPWC034,29600,DKWC002,3900
2022-08-24,Vienna,6,15,JPWC013,-24700,ITWC001,6900,BRWC001,31400,PLXX040,-13600
2022-08-24,Vienna,6,16,JPWC016,-4100,GBWC004,-40400,HKWC001,9100,IRWC001,35400
2022-08-24,Vienna,6,17,JPWC031,27700,DECO001,-5800,USWC002,8600,FIWC002,-30500
2022-08-24,Vienna,6,18,JPWC030,11800,ROWC001,-9600,JPWC033,47400,PLGS002,-49600
2022-08-24,Vienna,6,19,JPWC009,-17500,GBWC001,3100,TWWC002,45000,FIXX003,-30600
2022-08-24,Vienna,6,20,JPWC003,-30600,BEXX004,-8600,SGWC002,31700,FIWC001,7500
2022-08-24,Vienna,6,21,JPWC014,7800,FRWC004,-2400,INWC002,28400,PLXX032,-63800
2022-08-24,Vienna,6,22,JPWC025,33200,DEWC002,2600,USWC011,-8100,UAXX003,-27700
2022-08-24,Vienna,6,23,JPWC026,41600,ATXX010,2400,ITWC004,-13600,PLGS001,-30400
2022-08-24,Vienna,6,24,JPWC028,30800,ATXX001,1200,USWC003,-22300,FIWC003,-10700
2022-08-24,Vienna,6,25,JPWC015,25200,HUWC001,-24800,CAWC001,-13900,DKWC004,13500
2022-08-24,Vienna,6,26,USWC001,6100,BEXX001,-31100,AUWC004,35100,SEWC001,-10100
2022-08-24,Vienna,6,27,JPWC007,-2900,IEXX001,11500,USWC007,25200,NOWC001,-33800
2022-08-24,Vienna,6,28,ATXX003,-3600,GBXX016,-27700,JPWC035,47600,UAXX004,-16300
2022-08-24,Vienna,6,29,JPWC012,-29600,FRWC005,26800,CLWC001,11000,SUB0000,-8200
2022-08-24,Vienna,6,30,JPWC023,-8800,DEWC001,28300,AUWC002,-25400,DKWC003,5900
2022-08-24,Vienna,6,31,GBWC002,-14100,BEXX003,34500,AUWC001,-30400,NOWC002,10000
2022-08-24,Vienna,6,32,JPWC029,27700,ATVI001,-8900,USWC010,6300,SEXX001,-25100
2022-08-24,Vienna,6,33,USWC005,20900,GBXX018,6100,HKWC003,-22400,UAXX002,-4600
2022-08-24,Vienna,6,34,JPWC001,12000,FRWC002,-43300,HKWC002,1700,PLGS003,29600
2022-08-24,Vienna,6,35,JPWC002,-4900,ITWC003,-26800,URWC001,5300,RUWC001,26400
2022-08-24,Vienna,6,36,JPWC024,5500,PT00001,-35500,INWC001,-23900,SKXX001,23900
2022-08-24,Vienna,6,37,JPWC022,37500,CHWC001,-12100,TWWC001,-28100,GBXX007,2700
2022-08-24,Vienna,6,38,JPWC020,27500,NLWC005,1100,USWC008,-9200,DKWC001,-19400
2022-08-24,Vienna,7,1,JPWC020,21400,CHWC001,6700,INWC001,-23800,RUWC001,-4300
2022-08-24,Vienna,7,2,JPWC032,-24700,NLWC005,25200,TWWC001,-7000,SKXX001,6500
2022-08-24,Vienna,7,3,USWC006,5500,ITWC002,-5000,USWC008,21200,GBXX007,-21700
2022-08-24,Vienna,7,4,JPWC004,27800,FRWC001,17400,USWC013,5900,DKWC001,-52100
2022-08-24,Vienna,7,5,JPWC027,5100,NLWC002,28500,CLWC002,-26500,UAXX011,-7100
2022-08-24,Vienna,7,6,JPWC006,37700,NLWC004,-900,ARWC001,9600,SUB0000,-46400
2022-08-24,Vienna,7,7,JPWC021,9400,BEXX002,-31300,SGWC003,-3700,PLGS006,25600
2022-08-24,Vienna,7,8,SUB0000,-10700,NLWC001,-22400,CLWC003,4700,SKXX005,28400
2022-08-24,Vienna,7,9,USWC004,8400,FRWC003,-12700,ARWC002,36200,SKXX002,-31900
2022-08-24,Vienna,7,10,JPWC017,10900,NLWC003,-24700,AUWC003,-12300,RUXX001,26100
2022-08-24,Vienna,7,11,JPWC011,-13800,DEXX007,13500,BRWC003,30300,SEWC002,-31000
2022-08-24,Vienna,7,12,JPWC010,14600,ESXX001,39700,SGWC001,-12700,UAXX005,-41600
2022-08-24,Vienna,7,13,SUB0000,8000,ATXX009,-23600,USWC009,18100,GBWC005,-2500
2022-08-24,Vienna,7,14,JPWC019,48000,FRXX004,-1400,USWC012,18700,FIXX001,-65300
2022-08-24,Vienna,7,15,JPWC008,14300,ATXX005,400,CAWC002,27100,FRWC006,-41800
2022-08-24,Vienna,7,16,JPWC013,5700,GBWC003,20800,BRWC002,-23800,DKXX003,-4700
2022-08-24,Vienna,7,17,JPWC016,12600,ITWC001,22700,JPWC034,-6300,UAXX006,-29000
2022-08-24,Vienna,7,18,JPWC031,-24800,GBWC004,-13300,BRWC001,1900,DKWC002,36200
2022-08-24,Vienna,7,19,JPWC030,15500,DECO001,-61900,HKWC001,-2600,PLXX040,49000
2022-08-24,Vienna,7,20,JPWC009,-9100,ROWC001,-28200,USWC002,34500,IRWC001,2800
2022-08-24,Vienna,7,21,JPWC003,-7700,GBWC001,-29400,JPWC033,9100,FIWC002,28000
2022-08-24,Vienna,7,22,JPWC014,-26800,BEXX004,22500,TWWC002,-5800,PLGS002,10100
2022-08-24,Vienna,7,23,JPWC025,17800,FRWC004,-14200,SGWC002,-39100,FIXX003,35500
2022-08-24,Vienna,7,24,JPWC026,-27000,DEWC002,11300,INWC002,-8000,FIWC001,23700
2022-08-24,Vienna,7,25,JPWC028,-22900,ATXX010,24400,USWC011,-10100,PLXX032,8600
2022-08-24,Vienna,7,26,JPWC015,31400,ATXX001,-13100,ITWC004,-23500,UAXX003,5200
2022-08-24,Vienna,7,27,USWC001,37800,HUWC001,10000,USWC003,-32100,PLGS001,-16700
2022-08-24,Vienna,7,28,JPWC007,8700,BEXX001,-31600,CAWC001,-37000,FIWC003,29900
2022-08-24,Vienna,7,29,ATXX003,-15500,IEXX001,-25900,AUWC004,9700,DKWC004,31700
2022-08-24,Vienna,7,30,JPWC012,-7100,GBXX016,4500,USWC007,30100,SEWC001,-27500
2022-08-24,Vienna,7,31,JPWC023,6200,FRWC005,32700,JPWC035,-33200,NOWC001,-5700
2022-08-24,Vienna,7,32,GBWC002,-8200,DEWC001,-19700,CLWC001,21500,UAXX004,4400
2022-08-24,Vienna,7,33,JPWC029,-36600,BEXX003,1800,AUWC002,45000,SUB0000,-10200
2022-08-24,Vienna,7,34,USWC005,-39600,ATVI001,12000,AUWC001,-1200,DKWC003,28800
2022-08-24,Vienna,7,35,JPWC001,-32700,GBXX018,6400,USWC010,-16900,NOWC002,43200
2022-08-24,Vienna,7,36,JPWC002,-21500,FRWC002,-8200,HKWC003,8400,SEXX001,21300
2022-08-24,Vienna,7,37,JPWC024,14500,ITWC003,-58400,HKWC002,48600,UAXX002,-4700
2022-08-24,Vienna,7,38,JPWC022,41100,PT00001,1600,URWC001,-59500,PLGS003,16800
2022-08-24,Vienna,8,1,JPWC022,51900,ITWC003,-39600,HKWC003,9400,NOWC002,-21700
2022-08-24,Vienna,8,2,JPWC020,49300,PT00001,20600,HKWC002,-59100,SEXX001,-10800
2022-08-24,Vienna,8,3,JPWC032,-41900,CHWC001,29800,URWC001,18700,UAXX002,-6600
2022-08-24,Vienna,8,4,USWC006,-100,NLWC005,-27900,INWC001,38800,PLGS003,-10800
2022-08-24,Vienna,8,5,JPWC004,29800,ITWC002,-31600,TWWC001,-6800,RUWC001,8600
2022-08-24,Vienna,8,6,JPWC027,2000,FRWC001,-32600,USWC008,-9400,SKXX001,40000
2022-08-24,Vienna,8,7,JPWC006,-17400,NLWC002,37000,USWC013,8900,GBXX007,-28500
2022-08-24,Vienna,8,8,JPWC021,54300,NLWC004,-19800,CLWC002,-36600,DKWC001,-29900
2022-08-24,Vienna,8,9,SUB0000,19400,BEXX002,-18700,ARWC001,-5400,UAXX011,4700
2022-08-24,Vienna,8,10,USWC004,5400,NLWC001,-10000,SGWC003,28800,SUB0000,-24200
2022-08-24,Vienna,8,11,JPWC017,9600,FRWC003,-7000,CLWC003,21400,PLGS006,-24000
2022-08-24,Vienna,8,12,JPWC011,7300,NLWC003,17400,ARWC002,-18600,SKXX005,-6100
2022-08-24,Vienna,8,13,JPWC010,-8100,DEXX007,23600,AUWC003,13200,SKXX002,-28700
2022-08-24,Vienna,8,14,JPWC005,-15100,ESXX001,40100,BRWC003,-44400,RUXX001,19400
2022-08-24,Vienna,8,15,JPWC019,35100,ATXX009,6300,SGWC001,-28300,SEWC002,-13100
2022-08-24,Vienna,8,16,JPWC008,28500,FRXX004,11000,USWC009,-14500,UAXX005,-25000
2022-08-24,Vienna,8,17,JPWC013,15200,ATXX005,32500,USWC012,-43400,GBWC005,-4300
2022-08-24,Vienna,8,18,JPWC016,-27300,GBWC003,8100,CAWC002,25700,FIXX001,-6500
2022-08-24,Vienna,8,19,JPWC031,9500,ITWC001,28600,BRWC002,-31900,FRWC006,-7200
2022-08-24,Vienna,8,20,JPWC030,-29400,GBWC004,14600,JPWC034,-13600,DKXX003,28400
2022-08-24,Vienna,8,21,JPWC009,31800,DECO001,8900,BRWC001,-27300,UAXX006,-13400
2022-08-24,Vienna,8,22,JPWC003,-17200,ROWC001,19200,HKWC001,4100,DKWC002,-6100
2022-08-24,Vienna,8,23,JPWC014,39800,GBWC001,-10700,USWC002,11400,PLXX040,-40500
2022-08-24,Vienna,8,24,JPWC025,44200,BEXX004,-46500,JPWC033,-23000,IRWC001,25300
2022-08-24,Vienna,8,25,JPWC026,-28300,FRWC004,-42400,TWWC002,10600,FIWC002,30100
2022-08-24,Vienna,8,26,JPWC028,-27600,DEWC002,26900,SGWC002,11900,PLGS002,-11200
2022-08-24,Vienna,8,27,JPWC015,-28600,ATXX010,-27200,INWC002,-10500,FIXX003,36300
2022-08-24,Vienna,8,28,USWC001,25300,ATXX001,100,USWC011,12800,FIWC001,-38200
2022-08-24,Vienna,8,29,JPWC007,9600,HUWC001,-17100,ITWC004,40300,PLXX032,-32800
2022-08-24,Vienna,8,30,ATXX003,-8100,BEXX001,21400,USWC003,-20300,UAXX003,-23000
2022-08-24,Vienna,8,31,JPWC012,-25200,IEXX001,-8300,CAWC001,3500,PLGS001,30000
2022-08-24,Vienna,8,32,JPWC023,-3100,GBXX016,21900,AUWC004,7800,FIWC003,-26600
2022-08-24,Vienna,8,33,GBWC002,-18900,FRWC005,19000,USWC007,-7300,DKWC004,7200
2022-08-24,Vienna,8,34,JPWC029,-23600,DEWC001,9600,JPWC035,-12000,SEWC001,26000
2022-08-24,Vienna,8,35,USWC005,27900,BEXX003,-11000,CLWC001,-51600,NOWC001,2700
2022-08-24,Vienna,8,36,JPWC001,11700,ATVI001,31200,AUWC002,-13300,UAXX004,-29600
2022-08-24,Vienna,8,37,JPWC002,30300,GBXX018,-8700,AUWC001,-25800,SUB0000,4200
2022-08-24,Vienna,8,38,JPWC024,7600,FRWC002,-23100,USWC010,20500,DKWC003,-5000
2022-08-24,Vienna,9,1,JPWC024,-35700,GBXX018,27100,AUWC002,16500,NOWC001,-7900
2022-08-24,Vienna,9,2,JPWC022,-9900,FRWC002,22600,AUWC001,-23300,UAXX004,10600
2022-08-24,Vienna,9,3,JPWC020,11200,ITWC003,-11800,USWC010,-26800,SUB0000,27400
2022-08-24,Vienna,9,4,JPWC032,-8700,PT00001,-32900,HKWC003,28000,DKWC003,13600
2022-08-24,Vienna,9,5,USWC006,48300,CHWC001,-71600,HKWC002,17100,NOWC002,6200
2022-08-24,Vienna,9,6,JPWC004,22400,NLWC005,-22300,URWC001,8800,SEXX001,-8900
2022-08-24,Vienna,9,7,JPWC027,32300,ITWC002,-8100,INWC001,6800,UAXX002,-31000
2022-08-24,Vienna,9,8,JPWC006,35800,FRWC001,-5000,TWWC001,-38800,PLGS003,8000
2022-08-24,Vienna,9,9,JPWC021,-14200,NLWC002,-24900,USWC008,-800,RUWC001,39900
2022-08-24,Vienna,9,10,SUB0000,-16800,NLWC004,-30200,USWC013,7200,SKXX001,39800
2022-08-24,Vienna,9,11,USWC004,27100,BEXX002,-8600,CLWC002,-20900,GBXX007,2400
2022-08-24,Vienna,9,12,JPWC017,34900,NLWC001,-39600,ARWC001,-16200,DKWC001,20900
2022-08-24,Vienna,9,13,JPWC011,-4700,FRWC003,5400,SGWC003,-21800,UAXX011,21100
2022-08-24,Vienna,9,14,JPWC010,16700,NLWC003,34000,CLWC003,-8000,SUB0000,-42700
2022-08-24,Vienna,9,15,SUB0000,-42200,DEXX007,65400,ARWC002,2200,PLGS006,-25400
2022-08-24,Vienna,9,16,JPWC019,-11100,ESXX001,42500,AUWC003,-41600,SKXX005,10200
2022-08-24,Vienna,9,17,JPWC008,-27100,ATXX009,27800,BRWC003,11600,SKXX002,-12300
2022-08-24,Vienna,9,18,JPWC013,-19000,FRXX004,-7300,SGWC001,19800,RUXX001,4500
2022-08-24,Vienna,9,19,JPWC016,-27500,ATXX005,7000,USWC009,26900,SEWC002,-6400
2022-08-24,Vienna,9,20,JPWC031,32100,GBWC003,15500,USWC012,-30200,UAXX005,-17400
2022-08-24,Vienna,9,21,JPWC030,50200,ITWC001,-66200,CAWC002,4500,GBWC005,-18500
2022-08-24,Vienna,9,22,JPWC009,-28800,GBWC004,31300,BRWC002,-6400,FIXX001,3900
2022-08-24,Vienna,9,23,JPWC003,-8700,DECO001,28000,JPWC034,-23700,FRWC006,4400
2022-08-24,Vienna,9,24,JPWC014,-4600,ROWC001,18000,BRWC001,36600,DKXX003,-50000
2022-08-24,Vienna,9,25,JPWC025,-4500,GBWC001,6900,HKWC001,17600,UAXX006,-20000
2022-08-24,Vienna,9,26,JPWC026,-35800,BEXX004,30400,USWC002,9500,DKWC002,-5100
2022-08-24,Vienna,9,27,JPWC028,-25600,FRWC004,6600,JPWC033,27200,PLXX040,-8200
2022-08-24,Vienna,9,28,JPWC015,-27000,DEWC002,33900,TWWC002,3500,IRWC001,-10400
2022-08-24,Vienna,9,29,USWC001,25100,ATXX010,7900,SGWC002,-24600,FIWC002,-8400
2022-08-24,Vienna,9,30,JPWC007,-9300,ATXX001,4600,INWC002,-47000,PLGS002,51700
2022-08-24,Vienna,9,31,ATXX003,-44100,HUWC001,100,USWC011,-11000,FIXX003,55000
2022-08-24,Vienna,9,32,JPWC012,40300,BEXX001,-17900,ITWC004,-31500,FIWC001,9100
2022-08-24,Vienna,9,33,JPWC023,1800,IEXX001,-8600,USWC003,-27100,PLXX032,31900
2022-08-24,Vienna,9,34,GBWC002,-29900,GBXX016,-11500,CAWC001,34400,UAXX003,6000
2022-08-24,Vienna,9,35,JPWC029,11600,FRWC005,-9800,AUWC004,-29300,PLGS001,27500
2022-08-24,Vienna,9,36,USWC005,6600,DEWC001,-22700,USWC007,21000,FIWC003,-4900
2022-08-24,Vienna,9,37,JPWC001,29100,BEXX003,-10200,JPWC035,2800,DKWC004,-22700
2022-08-24,Vienna,9,38,JPWC002,-29200,ATVI001,6200,CLWC001,-5200,SEWC001,28200
2022-08-24,Vienna,10,1,JPWC002,-29400,BEXX003,21600,USWC007,-3000,PLGS001,10800
2022-08-24,Vienna,10,2,JPWC024,5100,ATVI001,37000,JPWC035,-28800,FIWC003,-13300
2022-08-24,Vienna,10,3,JPWC022,-25000,GBXX018,-14900,CLWC001,25700,DKWC004,14200
2022-08-24,Vienna,10,4,JPWC020,10200,FRWC002,-63000,AUWC002,-50300,SEWC001,73100
2022-08-24,Vienna,10,5,JPWC032,19900,ITWC003,-3100,AUWC001,54300,NOWC001,-71100
2022-08-24,Vienna,10,6,USWC006,4500,PT00001,-31600,USWC010,-6500,UAXX004,33600
2022-08-24,Vienna,10,7,JPWC004,26600,CHWC001,-33500,HKWC003,56300,SUB0000,-49400
2022-08-24,Vienna,10,8,JPWC027,2000,NLWC005,30200,HKWC002,-21800,DKWC003,-11400
2022-08-24,Vienna,10,9,JPWC006,-8000,ITWC002,42200,URWC001,-41200,NOWC002,7000
2022-08-24,Vienna,10,10,JPWC021,29800,FRWC001,4700,INWC001,-22800,SEXX001,-12700
2022-08-24,Vienna,10,11,SUB0000,-32500,NLWC002,46500,TWWC001,-17700,UAXX002,3700
2022-08-24,Vienna,10,12,USWC004,22500,NLWC004,10600,USWC008,-24200,PLGS003,-8900
2022-08-24,Vienna,10,13,JPWC017,-8200,BEXX002,-28400,USWC013,9000,RUWC001,27600
2022-08-24,Vienna,10,14,JPWC011,41600,NLWC001,17000,CLWC002,-18300,SKXX001,-40300
2022-08-24,Vienna,10,15,JPWC010,27700,FRWC003,-9300,ARWC001,3000,GBXX007,-21400
2022-08-24,Vienna,10,16,SUB0000,-12800,NLWC003,32000,SGWC003,-34500,DKWC001,15300
2022-08-24,Vienna,10,17,JPWC019,21300,DEXX007,-6000,CLWC003,9300,UAXX011,-24600
2022-08-24,Vienna,10,18,JPWC008,-11800,ESXX001,9000,ARWC002,28200,SUB0000,-25400
2022-08-24,Vienna,10,19,JPWC013,23700,ATXX009,3700,AUWC003,-8300,PLGS006,-19100
2022-08-24,Vienna,10,20,JPWC016,-27000,FRXX004,14000,BRWC003,26800,SKXX005,-13800
2022-08-24,Vienna,10,21,JPWC031,29900,ATXX005,10700,SGWC001,-36500,SKXX002,-34100
2022-08-24,Vienna,10,22,JPWC030,-1100,GBWC003,-43600,USWC009,30500,RUXX001,14200
2022-08-24,Vienna,10,23,JPWC009,700,ITWC001,-9500,USWC012,35500,SEWC002,-26700
2022-08-24,Vienna,10,24,JPWC003,-21900,GBWC004,41600,CAWC002,24200,UAXX005,-43900
2022-08-24,Vienna,10,25,JPWC014,-18700,DECO001,-7700,BRWC002,18900,GBWC005,7500
2022-08-24,Vienna,10,26,JPWC025,8400,ROWC001,-36100,JPWC034,-12500,FIXX001,40200
2022-08-24,Vienna,10,27,JPWC026,36100,GBWC001,0,BRWC001,-77800,FRWC006,11700
2022-08-24,Vienna,10,28,JPWC028,-28900,BEXX004,-5200,HKWC001,24800,DKXX003,9300
2022-08-24,Vienna,10,29,JPWC015,23300,FRWC004,-2100,USWC002,-58000,UAXX006,36800
2022-08-24,Vienna,10,30,USWC001,43000,DEWC002,-1000,JPWC033,-54200,DKWC002,12200
2022-08-24,Vienna,10,31,JPWC007,42700,ATXX010,-13000,TWWC002,-96600,PLXX040,6900
2022-08-24,Vienna,10,32,ATXX003,-13200,ATXX001,26400,SGWC002,-24900,IRWC001,10700
2022-08-24,Vienna,10,33,JPWC012,26200,HUWC001,-4400,INWC002,12900,FIWC002,-34700
2022-08-24,Vienna,10,34,JPWC023,12700,BEXX001,-40600,USWC011,-3200,PLGS002,31100
2022-08-24,Vienna,10,35,GBWC002,47500,IEXX001,-13200,ITWC004,-34400,FIXX003,100
2022-08-24,Vienna,10,36,JPWC029,55600,GBXX016,-47600,USWC003,-20500,FIWC001,12500
2022-08-24,Vienna,10,37,USWC005,-20500,FRWC005,21000,CAWC001,6600,PLXX032,-7100
2022-08-24,Vienna,10,38,JPWC001,27800,DEWC001,17700,AUWC004,-36600,UAXX003,-8900
2022-08-24,Vienna,11,1,JPWC022,11600,PLGS003,-4600,JPWC010,-34600,JPWC013,27600
2022-08-24,Vienna,11,2,JPWC019,30700,HKWC001,5100,DKWC004,-29800,HUWC001,-6000
2022-08-24,Vienna,11,3,HKWC003,200,USWC004,29000,JPWC012,10800,USWC001,-41000
